kaptCode,kaptName,kaptAddr,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptFax,kaptUrl,codeAptNm,doroJuso,hoCnt,codeMgrNm,codeHallNm,kaptUsedate,kaptMarea,kaptMparea_60,kaptMparea_85,kaptMparea_135,kaptMparea_136,privArea,bjdCode,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility
A10026292,다산유승한내들센트럴아파트,경기도 남양주시 다산동 6090 다산유승한내들센트럴아파트,분양,지역난방,96883.0738,5,642,유승개발,유승종합건설(주),315699597,25699598,dhndc.xisnd.co.kr,아파트,경기도 남양주시 다산중앙로81번길 10,642,위탁관리,계단식,20180426,69967.3709,0,642,0,0,53104.3633,4136011200,위탁관리,7,우리관리(주),위탁관리,6,두델코리아,위탁관리,6,음식물쓰레기종량제,위탁관리,12,도포식,철골철근콘크리트구조,2200,종합계약,상주선임,R형,부스타방식,위탁관리,14,8,759,유,153,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,경춘선,도농역,NA,관공서(행정복지센터) 병원(한양대구리병원) 대형상가(이미트) 공원(왕숙천),초등학교(가람) 중학교(미금중) 고등학교(도농고)
A10026388,다산반도유보라메이플타운,경기도 남양주시 다산동 6014 다산반도유보라메이플타운,분양,지역난방,159452.7189,11,1085,(주)반도건설,주식회사하우징개발,315678631,315678632,www.dasan-mapletown.com,아파트,경기도 남양주시 다산순환로 300,1085,위탁관리,계단식,20180314,117028.288,0,1085,0,0,89843.0603,4136011200,위탁관리,10,우리관리(주),위탁관리,6,(주)아이원서비스,위탁관리,13,음식물쓰레기종량제,위탁관리,NA,NA,철골철근콘크리트구조,750,종합계약,상주선임,R형,부스타방식,위탁관리,21,7,1324,유,239,NA,5분이내,NA,NA,NA,NA,NA
A10026562,다산한양수자인리버팰리스,경기도 남양주시 다산동 6024 다산한양수자인리버팰리스,분양,지역난방,96726.3703,13,640,(주)한양,(주)파인자산관리,315641344,315641345, ,아파트,경기도 남양주시 다산순환로 171,640,위탁관리,계단식,20171222,69857.6782,0,640,0,0,53286.3076,4136011200,위탁관리,6,우리관리(주),위탁관리,6,제일엔에스,위탁관리,9,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,2500,단일계약,상주선임,R형,부스타방식,위탁관리,23,19,744,유,248,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,경의중앙선,NA,5~10분이내,NA,초등학교()
A10026580,다산아이파크,경기도 남양주시 다산동 5808-1 다산아이파크,분양,지역난방,77152.66,5,467,현대산업개발,아이앤콘스(주),315754086,315754086, ,아파트,경기도 남양주시 다산순환로 333,467,위탁관리,계단식,20171222,56386.58,0,263,204,0,42327.82,4136011200,위탁관리,5,대원종합관리(주),위탁관리,4,(주)에스원,위탁관리,7,음식물쓰레기종량제,위탁관리,4,"도포식,분무식,독이식",철골철근콘크리트구조,2000,종합계약,상주선임,R형,부스타방식,위탁관리,10,0,615,유,153,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,경의중앙선,NA,NA,백화점(롯데백화점) 대형상가(롯데마트 ),초등학교(다산초등학교) 중학교(다산중학교) 고등학교(다산고등학교)
A10026598,다산 자연앤 이편한세상 ,경기도 남양주시 다산동 3646-1 다산 자연앤 이편한세상 ,분양,지역난방,233873.8,13,1615,대림건설,경기도시공사,315572020,315575432,dasandaelim-apt.com,아파트,경기도 남양주시 다산중앙로82번길 15,1615,위탁관리,계단식,20171222,176498.5,0,1615,0,0,133035.14,4136011200,위탁관리,12,세화종합관리(주),위탁관리,12,에이스엠(주),위탁관리,17,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철골콘크리트구조,4500,종합계약,상주선임,R형,부스타방식,위탁관리,35,68,1832,유,284,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,경의중앙선,NA,15~20분이내,대형상가() 공원(),초등학교(다산새봄초등학교) 중학교()
A10026600,다산 자연앤롯데캐슬아파트,경기도 남양주시 다산동 5869-2 다산 자연앤롯데캐슬아파트,분양,지역난방,172070.48,10,1186,롯데건설,경기도시공사,315275480,315275482, ,아파트,경기도 남양주시 다산중앙로146번길 7,1186,위탁관리,계단식,20171222,129443.3758,0,1186,0,0,97303.58,4136011200,위탁관리,10,우리관리(주),위탁관리,9,(주)아이원서비스,위탁관리,13,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,5650,종합계약,상주선임,R형,부스타방식,위탁관리,28,80,1330,유,231,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,NA,NA,10~15분이내,NA,NA
A10026936,별사랑마을2-5단지,경기도 남양주시 별내동 897 별사랑마을2-5단지,국민임대,지역난방,42624.69,4,626,진흥기업,LH,315273226,315270991, ,아파트,경기도 남양주시 별내5로 189-50,626,위탁관리,복도식,20170702,42462.9628,626,0,0,0,21298.82,4136011100,위탁관리,6,(주)두온자산관리,위탁관리,4,원앤원산업개발,위탁관리,4,음식물쓰레기종량제,위탁관리,8,"도포식,분무식,독이식",철골철근콘크리트구조,1350,종합계약,상주선임,R형,부스타방식,위탁관리,20,226,340,무,60,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5~10분이내,경춘선,경춘선,10~15분이내,관공서() 병원() 대형상가() 공원(),초등학교() 중학교() 고등학교()
A10026983,평내호평역 KCC스위첸 아파트,경기도 남양주시 호평동 728 평내호평역 KCC스위첸 아파트,분양,개별난방,51315.6574,6,333,KCC건설,KCC건설,315918655,315918657, ,아파트,경기도 남양주시 호평로45번길 11-15,333,위탁관리,계단식,20170421,34008.03,120,213,0,0,25300.9605,4136010100,위탁관리,5,세화종합관리(주),위탁관리,4,(주)에스원,위탁관리,5,차량수거방식,위탁관리,4,NA,철근콘크리트구조,2000,종합계약,상주선임,GR형,부스타방식,위탁관리,21,0,408,유,102,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",5분이내,경춘선,NA,5분이내,관공서(호평평내행정복지센터) 병원(국민병원) 대형상가(이마트) 공원(호평동물놀이공원),초등학교(평동초등학교) 중학교(호평중학교) 고등학교(호평고등힉교)
A10027059,별내효성해링턴코트,경기도 남양주시 별내동 919 별내효성해링턴코트,분양,지역난방,52956.59,18,307,진흥기업(주),(주)별내주택위탁관리부동산투자회사,315273071,315273073,bnhhc.Ezville.net,연립주택,경기도 남양주시 별내3로 183,307,위탁관리,계단식,20170324,34204.7999,0,307,0,0,26054.18,4136011100,위탁관리,5,(주)동우개발,위탁관리,3,(주)혜진종합관리,위탁관리,6,거점장비수거방식,위탁관리,4,분무식,철근콘크리트구조,1200,종합계약,상주선임,P형,부스타방식,위탁관리,39,2,405,유,192,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,경춘선,별내역,20분초과,관공서() 병원() 백화점() 대형상가() 공원(),초등학교(별가람초등학교) 중학교() 고등학교()
A10027148,LH 미리내마을4-2단지,경기도 남양주시 별내동 1048 LH 미리내마을4-2단지,국민임대,지역난방,72594.75,7,1058,한국토지주택공사,"양우건설,효림종합건설,평광건설,혜성산업",315757185,315757187,미리내마을4-2단지.apti.co.kr/aptHome/,아파트,경기도 남양주시 별내4로 25,1058,위탁관리,복도식,20161219,72309.6741,1058,0,0,0,36577.47,4136011100,위탁관리,9,목송산업개발(주),위탁관리,4,목송산업개발,위탁관리,9,음식물쓰레기종량제,위탁관리,12,도포식,철골콘크리트구조,2650,단일계약,상주선임,R형,부스타방식,위탁관리,18,383,573,무,102,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,경춘선,NA,10~15분이내,관공서(별내동행정복지센터) 기타(상가),초등학교(별내한별초등학교)
A10027230,별내 미리내마을4-3단지,경기도 남양주시 별내동 1043 별내 미리내마을4-3단지,국민임대,지역난방,25095.08,3,368,양우건설(주),한국토지주택공사,315758237,315758238, ,아파트,경기도 남양주시 별내4로 7,368,위탁관리,복도식,20161219,25095.08,368,0,0,0,12610.08,4136011100,위탁관리,5,(주)미래에이비엠,위탁관리,2,(주)미래에이비엠,위탁관리,3,기타,위탁관리,6,분무식,철근콘크리트구조,0,단일계약,상주선임,GR형,부스타방식,위탁관리,13,133,200,무,45,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5~10분이내,경춘선,별내역,10~15분이내,"관공서(남양주시청, 별내동 주민센터, 남양주 경찰서)",초등학교(한별초등학교) 중학교(한별중학교) 고등학교(별내고등학교) 대학교(삼육대학교)
A10027695,별내푸르지오,경기도 남양주시 별내동 871 별내푸르지오,분양,지역난방,169879.41,14,1100,대우건설,대우건설,315725220,315725221, ,아파트,경기도 남양주시 송산로307번길 20,1100,위탁관리,계단식,20151204,118535.555,0,1100,0,0,90693.3197,4136011100,위탁관리,9,광인산업(주),위탁관리,9,(유)탄천산업,위탁관리,13,거점장비수거방식,위탁관리,12,"도포식,분무식",철골콘크리트구조,5500,단일계약,상주선임,R형,부스타방식,위탁관리,36,87,1350,유,326,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,경춘선,별내역,20분초과,NA,초등학교(샛별초등학교) 중학교(별가람중학교) 고등학교(별내고등학교)
A10027754,힐스테이트 황금산아파트,경기도 남양주시 다산동 3129-65 힐스테이트 황금산아파트,분양,개별난방,175885.42,19,1008,현대건설,지금동 재건축 정비조합,315544841,315544843, ,아파트,경기도 남양주시 경춘로 468-40,1008,위탁관리,계단식,20170630,174899.8,242,498,268,0,89299.2,4136011200,위탁관리,10,(주)동우개발,위탁관리,10,혜진종합관리,위탁관리,13,기타,위탁관리,4,NA,철근콘크리트구조,5000,종합계약,상주선임,GR형,부스타방식,위탁관리,28,0,1427,유,314,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,경의중앙선,NA,5분이내,NA,NA
A10027758,호평1차대명루첸아파트,경기도 남양주시 호평동 410-6 호평1차대명루첸아파트,임대,개별난방,177264.728,15,1130,(주)대명종합건설,(주)대명종합건설,315111864,315110301, ,아파트,경기도 남양주시 천마산로12번길 25-7,1130,위탁관리,계단식,20151020,175934.5546,250,880,0,0,89500.2928,4136010100,위탁관리,13,(주)스마트라이프,위탁관리,9,에스텍에이스,위탁관리,11,차량수거방식,위탁관리,4,"도포식,분무식",철골철근콘크리트구조,4750,종합계약,상주선임,기타,부스타방식,위탁관리,48,1342,0,유,318,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소, 기타",5분이내,경춘선,NA,10~15분이내,NA,NA
A10027943,별내아이파크2차아파트,경기도 남양주시 별내동 852 별내아이파크2차아파트,분양,지역난방,162538.86,9,1083,현대산업개발(주),아이앤콘스(주),315754881,315754883,www.bnipark2.com,아파트,경기도 남양주시 덕송1로 30,1083,위탁관리,계단식,20150729,117322.874,0,1083,0,0,87215.91,4136011100,위탁관리,10,우리관리(주),위탁관리,8,이엠피서비스(주),위탁관리,12,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,4000,단일계약,상주선임,R형,부스타방식,위탁관리,27,0,1315,유,233,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터",5분이내,경춘선,NA,5~10분이내,병원() 대형상가(이마트) 공원(),초등학교(덕송초등학교) 중학교(별가람중학교) 고등학교(별내고등학교)
A10027962,별사랑마을2-9단지,경기도 남양주시 별내동 925 별사랑마을2-9단지,국민임대,지역난방,39183.1893,5,483,울트라건설,LH공사,315286074,315286075, ,아파트,경기도 남양주시 별내3로 114,483,위탁관리,복도식,20150514,39183.1893,483,0,0,0,20105.7,4136011100,위탁관리,5,(주)대한주택관리,위탁관리,4,주식회사신세기시스템,위탁관리,4,거점장비수거방식,위탁관리,12,분무식,철근콘크리트구조,1600,단일계약,상주선임,R형,부스타방식,위탁관리,20,144,291,유,73,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,8호선,NA,NA,NA,NA
A10028068,별사랑마을2-7단지,경기도 남양주시 별내동 921 별사랑마을2-7단지,임대,지역난방,62338,7,772,울트라건설,한국토지주택공사,315754149,315754150,starlove2-7.com,아파트,경기도 남양주시 별내3로 159,772,위탁관리,복도식,20150514,32294.76,772,0,0,0,32294.76,4136011100,위탁관리,7,에이제이대원 주식회사,위탁관리,6,삼우안전관리(유),위탁관리,6,거점장비수거방식,위탁관리,6,"도포식,분무식",철골철근콘크리트구조,1650,종합계약,상주선임,R형,부스타방식,위탁관리,17,281,419,무,111,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간",5~10분이내,경춘선,NA,NA,NA,NA
A10028140,별내 유승한내들 이노스타,경기도 남양주시 별내동 893 별내 유승한내들 이노스타,분양,지역난방,29062.8697,4,204,유승종합건설,유승종합건설,315714464,315754464, ,아파트,경기도 남양주시 송산로 277,204,위탁관리,계단식,20140925,20860.51,0,204,0,0,16504.761,4136011100,위탁관리,3,우리관리(주),위탁관리,2,(주) 두원,위탁관리,2,음식물쓰레기종량제,자치관리,4,분무식,철근콘크리트구조,1250,단일계약,위탁선임,R형,부스타방식,위탁관리,18,20,246,유,45,"관리사무소, 노인정, 어린이놀이터",5분이내,경춘선,별내,NA,관공서(별내동주민센터),초등학교(화접) 중학교(별가람) 고등학교(별내2)
A10028151,LH 별사랑마을 2-10단지,경기도 남양주시 별내동 251 LH 별사랑마을 2-10단지,국민임대,지역난방,74362.03,7,886,성지건설(주),한국토지주택공사,315280980,315280993, ,아파트,경기도 남양주시 별내3로 251,886,위탁관리,복도식,20141030,38450.8,886,0,0,0,38450.8,4136011100,위탁관리,8,우리관리(주),위탁관리,4,(주)홈스웰,위탁관리,7,거점장비수거방식,위탁관리,12,"도포식,분무식",철골철근콘크리트구조,2400,종합계약,상주선임,R형,부스타방식,위탁관리,16,252,554,무,81,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,경춘선,NA,15~20분이내,공원(),중학교(별가람중학교)
